,Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
432,vw,golf,2.0,diesel,1994.0,64859.0,5119.0
433,bmw,x3,2.0,petrol,2014.0,53491.0,27457.0
434,ford,fiesta,1.4,petrol,2020.0,16418.0,25347.0
435,toyota,prius,1.8,hybrid,1995.0,98303.0,5816.0
436,ford,fiesta,1.2,petrol,2003.0,144351.0,3143.0
437,desconocido,polo,1.4,petrol,1991.0,130465.0,1749.0
438,ford,focus,1.6,petrol,1992.0,289432.0,694.0
439,porsche,911,2.6,desconocido,2006.0,129563.0,21707.0
440,ford,mondeo,1.6,petrol,1999.0,87358.0,6159.0
441,toyota,prius,1.4,hybrid,1992.0,0.0,2049.0
442,vw,polo,1.2,petrol,2002.0,90194.0,4561.0
443,toyota,yaris,1.4,petrol,2003.0,23923.0,9067.0
444,toyota,prius,1.8,hybrid,1988.0,206162.0,1512.0
445,porsche,718 cayman,4.0,petrol,2013.0,40361.0,45357.0
446,toyota,rav4,1.8,hybrid,2011.0,113594.0,17732.0
447,vw,golf,1.8,hybrid,1993.0,206465.0,1702.0
448,porsche,718 cayman,2.4,petrol,2016.0,26038.0,46644.0
449,toyota,yaris,1.0,petrol,1986.0,341124.0,178.0
450,ford,mondeo,1.4,diesel,1996.0,0.0,3134.0
451,toyota,yaris,1.2,petrol,2005.0,69909.0,7229.0
452,ford,focus,1.6,diesel,2006.0,83961.0,10659.0
453,vw,golf,1.8,hybrid,2016.0,27600.0,30239.0
454,toyota,rav4,1.8,hybrid,2014.0,63889.0,30785.0
455,toyota,rav4,1.8,hybrid,1992.0,189028.0,2697.0
456,toyota,rav4,2.0,hybrid,1990.0,120842.0,4361.0
457,vw,golf,1.4,hybrid,2003.0,166709.0,0.0
458,bmw,x3,2.0,diesel,0.0,49046.0,27731.0
459,toyota,prius,1.4,hybrid,1998.0,229464.0,2106.0
460,porsche,718 cayman,2.0,petrol,2014.0,91341.0,24511.0
461,vw,polo,1.4,petrol,1995.0,127882.0,2330.0
462,bmw,m5,4.4,petrol,1994.0,179812.0,7091.0
463,ford,fiesta,1.2,petrol,2008.0,43714.0,9014.0
464,porsche,cayenne,3.5,diesel,1998.0,83442.0,14668.0
465,vw,passat,1.6,diesel,2002.0,0.0,5800.0
466,vw,golf,1.4,petrol,2018.0,13954.0,27379.0
467,vw,polo,1.2,petrol,1994.0,243498.0,746.0
468,bmw,x3,2.0,diesel,2016.0,47735.0,34147.0
469,porsche,718 cayman,4.0,petrol,1995.0,154629.0,5991.0
470,vw,golf,1.6,diesel,1998.0,161333.0,2893.0
471,ford,fiesta,1.2,petrol,1998.0,156867.0,2033.0
472,toyota,rav4,2.0,hybrid,2022.0,9373.0,76303.0
473,vw,passat,1.4,diesel,2002.0,115000.0,6374.0
474,vw,golf,0.0,hybrid,2013.0,56706.0,20768.0
475,ford,mondeo,1.6,diesel,1993.0,138312.0,2951.0
476,toyota,yaris,1.2,petrol,0.0,0.0,26565.0
477,porsche,cayenne,2.6,diesel,2001.0,0.0,16789.0
478,toyota,rav4,2.0,hybrid,2018.0,27542.0,52923.0
479,ford,mondeo,1.8,diesel,2012.0,39923.0,22247.0
480,porsche,718 cayman,2.4,petrol,1998.0,252380.0,2395.0
481,toyota,rav4,2.0,hybrid,1993.0,113342.0,5640.0
482,ford,focus,0.0,petrol,1993.0,0.0,0.0
483,toyota,rav4,2.2,hybrid,2014.0,39814.0,39577.0
484,toyota,rav4,2.4,hybrid,2002.0,178115.0,6664.0
485,toyota,prius,1.8,hybrid,1989.0,234308.0,1254.0
486,toyota,prius,1.8,desconocido,2014.0,51034.0,28437.0
487,toyota,rav4,2.0,petrol,2003.0,148838.0,6923.0
488,toyota,rav4,2.0,hybrid,2010.0,116749.0,17071.0
489,vw,desconocido,1.4,petrol,1991.0,318300.0,482.0
490,ford,focus,2.0,diesel,2005.0,70202.0,12248.0
491,toyota,rav4,2.4,hybrid,2010.0,52925.0,29212.0
492,vw,passat,2.0,diesel,1998.0,112170.0,5962.0
493,ford,fiesta,1.2,petrol,2003.0,203556.0,1901.0
494,ford,mondeo,1.8,diesel,2009.0,32884.0,18987.0
495,vw,golf,1.2,petrol,0.0,113136.0,5586.0
496,vw,golf,1.4,petrol,1985.0,0.0,414.0
497,toyota,rav4,2.0,petrol,2015.0,31102.0,35379.0
498,toyota,yaris,1.4,hybrid,2021.0,10276.0,38901.0
499,ford,mondeo,1.8,diesel,2013.0,5000.0,28875.0
500,ford,focus,1.0,petrol,2018.0,26840.0,25660.0
501,toyota,rav4,2.2,hybrid,2007.0,69206.0,20606.0
502,vw,polo,1.6,desconocido,2014.0,63006.0,14112.0
503,vw,polo,0.0,petrol,2016.0,45610.0,16837.0
504,toyota,yaris,1.0,hybrid,2000.0,0.0,5050.0
505,vw,passat,2.0,petrol,2001.0,78868.0,0.0
506,bmw,z4,2.4,petrol,2017.0,57884.0,34025.0
507,ford,mondeo,1.4,diesel,1993.0,196763.0,1688.0
508,vw,golf,1.6,hybrid,2003.0,0.0,6919.0
509,vw,desconocido,1.4,diesel,1991.0,289646.0,534.0
510,vw,desconocido,1.6,petrol,2011.0,72003.0,10885.0
511,vw,passat,1.8,petrol,2018.0,42360.0,32909.0
512,ford,mondeo,1.8,diesel,2015.0,50432.0,25483.0
513,toyota,rav4,1.8,petrol,2003.0,171088.0,5458.0
514,vw,golf,1.8,petrol,2015.0,40271.0,21892.0
515,toyota,yaris,1.0,hybrid,2013.0,69437.0,13543.0
516,toyota,rav4,2.2,hybrid,2015.0,28056.0,45312.0
517,vw,passat,2.0,diesel,1985.0,287515.0,544.0
518,bmw,desconocido,2.4,diesel,2001.0,144238.0,6871.0
519,toyota,rav4,2.4,hybrid,1993.0,140537.0,4997.0
520,ford,focus,1.0,petrol,2013.0,55408.0,15484.0
521,toyota,yaris,1.4,petrol,2002.0,149944.0,3514.0
522,vw,golf,1.8,petrol,2021.0,6373.0,0.0
523,toyota,rav4,2.4,hybrid,2007.0,112049.0,15867.0
524,toyota,prius,1.8,hybrid,2005.0,64815.0,14287.0
525,toyota,rav4,1.8,hybrid,2007.0,46955.0,0.0
526,ford,focus,1.0,desconocido,2006.0,102666.0,0.0
527,vw,polo,1.4,diesel,0.0,62309.0,0.0
528,toyota,rav4,1.8,hybrid,1993.0,196835.0,2693.0
529,vw,desconocido,1.2,petrol,2017.0,33865.0,21213.0
530,porsche,911,2.2,petrol,2018.0,22199.0,91965.0
531,toyota,yaris,1.4,hybrid,2001.0,109136.0,5434.0
532,porsche,cayenne,4.0,petrol,2002.0,90474.0,18556.0
533,toyota,rav4,2.0,hybrid,2018.0,20952.0,54914.0
534,ford,mondeo,1.4,diesel,1996.0,103176.0,4418.0
535,vw,polo,1.2,petrol,2001.0,127723.0,3223.0
536,toyota,yaris,1.0,hybrid,2005.0,74649.0,7671.0
537,ford,mondeo,2.0,diesel,2019.0,34940.0,38517.0
538,toyota,desconocido,1.4,hybrid,1993.0,196617.0,2024.0
539,vw,golf,1.4,petrol,2002.0,127387.0,0.0
540,ford,focus,1.0,petrol,2011.0,0.0,11093.0
541,ford,focus,1.4,petrol,2003.0,88544.0,0.0
542,toyota,prius,1.0,hybrid,1992.0,0.0,1903.0
543,toyota,rav4,1.8,hybrid,2009.0,68833.0,21350.0
544,vw,golf,1.2,petrol,2010.0,99925.0,8602.0
545,bmw,z4,2.4,desconocido,0.0,68708.0,13326.0
546,toyota,rav4,2.0,hybrid,2004.0,129322.0,10382.0
547,toyota,yaris,1.4,hybrid,2017.0,36461.0,25744.0
548,toyota,yaris,1.2,petrol,2009.0,72738.0,9261.0
549,vw,polo,1.4,petrol,1993.0,217495.0,955.0
550,toyota,rav4,2.2,hybrid,2016.0,28810.0,48228.0
551,vw,golf,1.4,petrol,1992.0,253413.0,764.0
552,vw,passat,1.6,diesel,1989.0,341741.0,378.0
553,ford,focus,1.6,petrol,1999.0,155679.0,3674.0
554,ford,mondeo,1.8,diesel,2019.0,30787.0,37433.0
555,desconocido,m5,5.0,petrol,1996.0,140252.0,12001.0
556,ford,focus,1.0,diesel,2012.0,36355.0,17093.0
557,ford,fiesta,1.0,petrol,1986.0,331165.0,170.0
558,toyota,yaris,1.4,petrol,2017.0,0.0,22227.0
559,porsche,718 cayman,2.4,petrol,1995.0,137976.0,0.0
560,vw,passat,1.4,diesel,2001.0,101907.0,6576.0
561,toyota,prius,1.8,hybrid,1991.0,173990.0,2443.0
562,ford,fiesta,1.0,petrol,2004.0,138953.0,0.0
563,vw,passat,2.0,diesel,2007.0,163156.0,7234.0
564,ford,focus,1.6,petrol,2018.0,45204.0,29130.0
565,vw,passat,2.0,diesel,2022.0,7782.0,57759.0
566,vw,golf,1.6,petrol,2011.0,69205.0,13162.0
567,toyota,prius,1.0,hybrid,2006.0,51828.0,0.0
568,vw,golf,2.0,petrol,2000.0,92303.0,6024.0
569,vw,golf,1.6,petrol,2005.0,145351.0,5011.0
570,ford,fiesta,1.2,petrol,2004.0,138699.0,3516.0
571,toyota,prius,1.8,hybrid,2006.0,42787.0,17550.0
572,porsche,718 cayman,2.4,petrol,2001.0,136494.0,8020.0
573,toyota,yaris,1.0,hybrid,2019.0,28087.0,26099.0
574,vw,polo,1.2,desconocido,2007.0,63991.0,7614.0
575,toyota,prius,0.0,hybrid,2006.0,107304.0,9994.0
576,toyota,prius,1.4,hybrid,2019.0,32176.0,39212.0
577,desconocido,golf,1.4,desconocido,2007.0,103965.0,7384.0
578,vw,golf,2.0,desconocido,1991.0,264040.0,774.0
579,ford,fiesta,1.4,petrol,1998.0,117616.0,3002.0
580,toyota,yaris,1.2,hybrid,2007.0,0.0,8002.0
581,toyota,prius,1.4,hybrid,2016.0,52086.0,28468.0
582,vw,golf,1.6,desconocido,1992.0,152855.0,0.0
583,ford,focus,1.8,petrol,2010.0,31473.0,19668.0
584,toyota,rav4,2.2,petrol,2005.0,101278.0,0.0
585,ford,focus,1.6,hybrid,2016.0,27516.0,33957.0
586,vw,golf,2.0,diesel,2018.0,28407.0,31722.0
587,ford,mondeo,1.8,diesel,2001.0,0.0,3537.0
588,vw,polo,2.0,petrol,1988.0,160189.0,1345.0
589,toyota,yaris,1.4,hybrid,2014.0,47951.0,19664.0
590,toyota,prius,1.8,hybrid,1995.0,259370.0,1485.0
591,ford,fiesta,0.0,petrol,2006.0,150801.0,3643.0
592,vw,polo,1.2,petrol,2008.0,97682.0,6448.0
593,vw,passat,2.0,diesel,2012.0,99767.0,16624.0
594,porsche,cayenne,3.5,desconocido,1987.0,0.0,888.0
595,ford,mondeo,1.6,petrol,2003.0,71971.0,8941.0
596,toyota,rav4,2.0,hybrid,2000.0,115704.0,8835.0
597,ford,focus,1.6,desconocido,2007.0,91299.0,10304.0
598,vw,polo,1.0,petrol,2015.0,0.0,14774.0
599,ford,mondeo,0.0,petrol,2004.0,137798.0,6570.0
600,ford,mondeo,1.8,diesel,2014.0,38215.0,25681.0
601,toyota,prius,1.4,hybrid,1994.0,266923.0,1142.0
602,vw,polo,1.0,petrol,2008.0,46493.0,8303.0
603,toyota,prius,1.0,hybrid,2003.0,122382.0,6167.0
604,vw,polo,1.6,petrol,2004.0,172952.0,3141.0
605,bmw,z4,2.2,petrol,1994.0,79111.0,6105.0
606,toyota,rav4,1.8,hybrid,1994.0,203902.0,2705.0
607,ford,focus,1.0,petrol,2018.0,34297.0,24582.0
608,desconocido,911,3.0,petrol,2007.0,160305.0,19433.0
609,toyota,yaris,1.0,hybrid,1996.0,35867.0,5384.0
610,ford,fiesta,1.2,diesel,2011.0,86587.0,8723.0
611,porsche,cayenne,3.0,diesel,2018.0,14658.0,78873.0
612,ford,focus,1.4,petrol,2020.0,31287.0,33821.0
613,vw,polo,1.2,petrol,1998.0,178757.0,1735.0
614,toyota,yaris,1.4,petrol,1994.0,53883.0,4162.0
615,desconocido,desconocido,1.6,diesel,2018.0,10870.0,36852.0
616,toyota,prius,1.4,hybrid,2005.0,0.0,11191.0
617,vw,polo,1.6,petrol,1998.0,120898.0,3212.0
618,bmw,z4,2.0,petrol,1991.0,241081.0,1258.0
619,ford,fiesta,1.4,desconocido,1988.0,289688.0,342.0
620,porsche,718 cayman,2.4,petrol,1997.0,246989.0,2355.0
621,bmw,x3,0.0,petrol,1985.0,142992.0,2076.0
622,vw,passat,1.8,diesel,2011.0,64697.0,18821.0
623,bmw,m5,4.4,petrol,1998.0,0.0,10780.0
624,desconocido,focus,1.4,petrol,2018.0,28024.0,30158.0
625,bmw,z4,3.0,petrol,1996.0,156682.0,4509.0
626,ford,fiesta,1.0,petrol,2009.0,93538.0,6317.0
627,toyota,yaris,1.0,petrol,2019.0,14288.0,23473.0
628,ford,focus,2.0,petrol,2006.0,81822.0,11520.0
629,toyota,rav4,2.0,hybrid,1986.0,215481.0,1508.0
630,bmw,z4,2.2,petrol,2019.0,28754.0,44415.0
631,vw,passat,1.4,diesel,2004.0,80705.0,9344.0
632,vw,golf,2.0,diesel,2009.0,60524.0,14316.0
633,vw,passat,1.4,diesel,2002.0,113879.0,6429.0
634,ford,mondeo,1.6,diesel,2012.0,85455.0,15593.0
635,vw,golf,1.2,petrol,2019.0,5596.0,28309.0
636,ford,mondeo,1.8,hybrid,2015.0,55395.0,28228.0
637,toyota,yaris,1.2,petrol,2000.0,136312.0,3178.0
638,ford,mondeo,1.8,petrol,1999.0,108377.0,5607.0
639,bmw,m5,5.0,petrol,2011.0,76754.0,0.0
640,vw,passat,1.6,diesel,1995.0,206056.0,2007.0
641,toyota,rav4,2.0,hybrid,2000.0,148540.0,6818.0
642,ford,fiesta,1.2,petrol,2018.0,23754.0,19725.0
643,porsche,cayenne,3.0,petrol,1995.0,222539.0,3410.0
644,vw,golf,1.2,diesel,2014.0,39321.0,17658.0
645,desconocido,polo,1.2,petrol,2003.0,138515.0,3381.0
646,toyota,rav4,2.0,hybrid,2012.0,59725.0,29179.0
647,toyota,rav4,1.8,hybrid,2008.0,102206.0,15805.0
648,ford,focus,2.0,diesel,2010.0,83311.0,15630.0
649,ford,focus,1.4,petrol,2018.0,41355.0,27892.0
650,ford,fiesta,1.2,diesel,2021.0,17474.0,26189.0
651,toyota,rav4,2.2,hybrid,1992.0,199804.0,2713.0
652,desconocido,polo,2.0,petrol,2021.0,13577.0,33748.0
653,ford,fiesta,1.0,petrol,2016.0,32446.0,14997.0
654,toyota,rav4,2.0,hybrid,1997.0,0.0,6443.0
655,ford,focus,0.0,petrol,1994.0,118545.0,3311.0
656,toyota,rav4,1.8,hybrid,2011.0,139810.0,14453.0
657,toyota,prius,1.0,hybrid,2006.0,84312.0,9973.0
658,vw,passat,1.6,desconocido,0.0,83318.0,8585.0
659,toyota,yaris,1.4,petrol,1986.0,183150.0,914.0
660,ford,focus,1.0,petrol,2007.0,84337.0,8556.0
661,porsche,cayenne,3.0,desconocido,2002.0,114802.0,13435.0
662,toyota,rav4,2.2,hybrid,2009.0,67314.0,23843.0
663,bmw,m5,0.0,petrol,2000.0,122612.0,18006.0
664,vw,golf,1.4,petrol,1991.0,206254.0,0.0
665,toyota,rav4,2.4,hybrid,2018.0,26632.0,58275.0
666,porsche,718 cayman,4.0,petrol,1991.0,248160.0,2016.0
667,ford,desconocido,1.4,petrol,1996.0,130905.0,3406.0
668,vw,golf,1.2,petrol,2004.0,98438.0,5829.0
669,toyota,rav4,2.2,desconocido,2005.0,93525.0,15238.0
670,desconocido,yaris,1.4,hybrid,1992.0,116353.0,2824.0
671,desconocido,fiesta,1.2,petrol,1996.0,109619.0,2585.0
672,vw,polo,1.6,petrol,2001.0,129115.0,3681.0
673,toyota,rav4,2.0,hybrid,2017.0,43027.0,45206.0
674,vw,passat,2.0,diesel,2015.0,48864.0,28657.0
675,ford,mondeo,1.8,diesel,2012.0,0.0,16982.0
676,toyota,prius,1.4,hybrid,2018.0,29828.0,37183.0
677,vw,golf,1.8,petrol,1991.0,257172.0,783.0
678,toyota,rav4,1.8,petrol,2014.0,51097.0,27842.0
679,toyota,yaris,1.4,petrol,2017.0,32667.0,21935.0
680,vw,golf,1.8,petrol,1993.0,261776.0,857.0
681,vw,polo,1.4,desconocido,1987.0,219722.0,627.0
682,toyota,rav4,2.2,petrol,2020.0,20840.0,54875.0
683,bmw,z4,2.4,petrol,1997.0,190184.0,3243.0
684,bmw,m5,4.0,petrol,2017.0,34125.0,91619.0
685,ford,focus,2.0,petrol,1988.0,261729.0,771.0
686,toyota,yaris,1.2,hybrid,0.0,36087.0,0.0
687,ford,mondeo,1.4,diesel,2002.0,161406.0,4165.0
688,toyota,prius,1.4,hybrid,1991.0,162940.0,2365.0
689,ford,focus,1.8,petrol,1991.0,336739.0,0.0
690,ford,focus,1.4,petrol,0.0,103983.0,10044.0
691,ford,fiesta,1.0,desconocido,2018.0,38404.0,16547.0
692,vw,passat,1.4,diesel,1993.0,120931.0,3343.0
693,toyota,yaris,1.0,hybrid,2002.0,148230.0,3614.0
694,desconocido,passat,1.8,diesel,0.0,107503.0,9985.0
695,vw,passat,2.0,diesel,2004.0,124610.0,8086.0
696,porsche,cayenne,3.0,petrol,2010.0,79557.0,29571.0
697,bmw,desconocido,4.4,petrol,2002.0,105680.0,21943.0
698,vw,passat,1.6,diesel,1991.0,95548.0,3780.0
699,toyota,yaris,1.4,hybrid,1987.0,288484.0,449.0
700,ford,mondeo,1.6,desconocido,1995.0,118507.0,3938.0
701,toyota,yaris,1.0,hybrid,1996.0,93423.0,3692.0
702,bmw,x3,3.0,diesel,2007.0,88368.0,17529.0
703,porsche,cayenne,3.0,petrol,2003.0,140899.0,11711.0
704,bmw,x3,2.0,diesel,1995.0,36797.0,8995.0
705,vw,passat,2.0,petrol,2000.0,129208.0,5690.0
706,vw,passat,1.8,diesel,2015.0,72434.0,23341.0
707,toyota,yaris,1.4,hybrid,0.0,34625.0,27818.0
708,toyota,yaris,1.2,petrol,2008.0,97903.0,7263.0
709,toyota,yaris,1.2,petrol,1997.0,270963.0,797.0
710,ford,mondeo,1.6,diesel,2013.0,76733.0,17705.0
711,vw,golf,1.2,desconocido,2001.0,166693.0,2786.0
712,ford,focus,2.0,petrol,1995.0,112716.0,4422.0
713,ford,fiesta,1.2,hybrid,1987.0,276979.0,400.0
714,vw,desconocido,1.8,petrol,2003.0,101937.0,6509.0
715,vw,polo,1.0,petrol,2013.0,43886.0,11774.0
716,vw,polo,1.2,petrol,2013.0,73855.0,10637.0
717,ford,focus,1.6,petrol,2017.0,57873.0,25173.0
718,ford,focus,1.6,diesel,2001.0,121698.0,5785.0
719,vw,polo,1.2,petrol,2009.0,81883.0,7711.0
720,vw,passat,1.4,diesel,2000.0,0.0,3538.0
721,ford,focus,1.0,petrol,1987.0,132547.0,1573.0
722,vw,passat,1.4,petrol,2017.0,24430.0,0.0
723,desconocido,x3,2.4,diesel,2006.0,98950.0,13593.0
724,vw,passat,1.4,diesel,2009.0,0.0,8852.0
725,vw,polo,1.4,petrol,1986.0,260477.0,404.0
726,vw,passat,1.6,diesel,1991.0,235666.0,1177.0
727,toyota,rav4,2.2,hybrid,2011.0,82763.0,24530.0
728,ford,focus,1.4,diesel,2016.0,39673.0,25891.0
729,ford,desconocido,1.0,petrol,1992.0,47774.0,2762.0
730,bmw,z4,2.0,petrol,2014.0,58147.0,25387.0
731,ford,mondeo,2.0,diesel,2003.0,154479.0,5636.0
732,vw,polo,1.4,petrol,2013.0,46322.0,0.0
733,vw,golf,1.8,diesel,1996.0,196032.0,1995.0
734,porsche,desconocido,3.0,petrol,2013.0,39488.0,46753.0
735,toyota,yaris,1.0,petrol,2006.0,96885.0,5845.0
736,toyota,yaris,1.4,hybrid,2019.0,20700.0,32186.0
737,ford,mondeo,1.4,hybrid,2001.0,145462.0,5077.0
738,vw,polo,1.0,petrol,0.0,38340.0,16989.0
739,vw,golf,1.4,petrol,2008.0,116255.0,7198.0
740,bmw,z4,2.0,petrol,2003.0,93076.0,9615.0
741,toyota,prius,1.4,hybrid,0.0,74177.0,0.0
742,toyota,rav4,1.8,hybrid,1995.0,149567.0,4596.0
743,vw,passat,1.6,petrol,1990.0,117398.0,2863.0
744,vw,golf,1.6,petrol,2002.0,117653.0,5103.0
745,vw,polo,1.0,petrol,2020.0,22940.0,21213.0
746,vw,passat,1.8,diesel,2011.0,37534.0,22303.0
747,toyota,rav4,1.8,hybrid,2011.0,94925.0,20356.0
748,toyota,yaris,1.0,hybrid,1992.0,174037.0,1496.0
749,vw,passat,1.8,petrol,2003.0,184533.0,4174.0
750,ford,fiesta,1.4,petrol,2013.0,32544.0,0.0
751,bmw,z4,2.2,petrol,2014.0,59274.0,26434.0
752,toyota,rav4,2.0,hybrid,2001.0,202340.0,4610.0
753,vw,passat,1.8,diesel,1992.0,129841.0,3309.0
754,vw,passat,1.8,petrol,2005.0,80034.0,10836.0
755,ford,focus,2.0,desconocido,1996.0,192045.0,2469.0
756,ford,mondeo,2.0,desconocido,2019.0,36447.0,0.0
757,toyota,rav4,2.4,hybrid,1998.0,134946.0,7292.0
758,toyota,yaris,1.0,petrol,2010.0,58886.0,9901.0
759,vw,passat,1.6,diesel,2000.0,127543.0,5414.0
760,ford,fiesta,1.0,desconocido,2004.0,157340.0,2758.0
761,toyota,yaris,1.0,petrol,1991.0,169299.0,1214.0
762,toyota,yaris,1.4,hybrid,1987.0,205406.0,966.0
763,desconocido,golf,1.6,petrol,2003.0,76484.0,7351.0
764,ford,fiesta,1.4,petrol,2012.0,75934.0,10326.0
765,vw,polo,2.0,diesel,2000.0,127046.0,4109.0
766,toyota,prius,1.8,hybrid,2017.0,39115.0,37356.0
767,vw,passat,1.6,diesel,2015.0,18626.0,30577.0
768,toyota,prius,1.4,hybrid,1991.0,231525.0,1296.0
769,ford,focus,0.0,petrol,1996.0,112992.0,4475.0
770,ford,fiesta,1.2,petrol,2002.0,170034.0,2377.0
771,ford,mondeo,1.6,diesel,2016.0,27842.0,0.0
772,ford,fiesta,1.2,desconocido,2015.0,39606.0,17681.0
773,toyota,rav4,2.4,petrol,1996.0,284839.0,1414.0
774,toyota,rav4,1.8,hybrid,2017.0,0.0,46103.0
775,toyota,prius,1.0,hybrid,2013.0,81281.0,16243.0
776,vw,polo,1.2,petrol,1991.0,163174.0,1241.0
777,ford,mondeo,2.0,diesel,1991.0,212984.0,1530.0
778,bmw,m5,4.0,petrol,2007.0,97405.0,31027.0
779,ford,fiesta,0.0,petrol,1997.0,215739.0,1043.0
780,toyota,desconocido,1.2,hybrid,2003.0,85571.0,6820.0
781,ford,fiesta,1.2,desconocido,2001.0,185312.0,1951.0
782,ford,fiesta,1.4,petrol,0.0,0.0,428.0
783,porsche,718 cayman,2.4,petrol,2004.0,135042.0,9909.0
784,toyota,yaris,1.2,hybrid,2015.0,56205.0,18479.0
785,vw,passat,1.6,petrol,2008.0,82771.0,12244.0
786,bmw,m5,5.0,petrol,2017.0,39154.0,99436.0
787,vw,golf,2.0,petrol,2005.0,109364.0,7420.0
788,ford,focus,1.6,petrol,1989.0,226513.0,1019.0
789,bmw,m5,5.0,petrol,2014.0,58820.0,72066.0
790,vw,golf,2.0,hybrid,1994.0,158502.0,2898.0
791,ford,fiesta,1.0,petrol,2008.0,67377.0,7080.0
792,toyota,yaris,1.0,hybrid,2017.0,38436.0,0.0
793,ford,mondeo,1.8,desconocido,1998.0,164481.0,3525.0
794,bmw,x3,2.4,petrol,2012.0,90750.0,20490.0
795,ford,mondeo,1.4,petrol,2012.0,53155.0,17227.0
796,ford,focus,1.8,desconocido,1993.0,176575.0,2301.0
797,vw,polo,1.0,petrol,1993.0,84410.0,2380.0
798,ford,mondeo,1.4,diesel,1998.0,169919.0,2970.0
799,vw,passat,2.0,diesel,2015.0,45664.0,29228.0
800,vw,desconocido,1.4,petrol,2017.0,58793.0,16569.0
801,vw,polo,1.2,petrol,2013.0,42711.0,12990.0
802,ford,focus,1.6,diesel,2004.0,93927.0,8692.0
803,ford,mondeo,2.0,diesel,2016.0,54653.0,27962.0
804,ford,focus,1.8,diesel,2016.0,0.0,0.0
805,toyota,prius,1.4,hybrid,1990.0,274599.0,814.0
806,ford,mondeo,1.8,diesel,2005.0,170050.0,5365.0
807,vw,polo,2.0,petrol,2010.0,71872.0,11395.0
808,vw,polo,2.0,diesel,2012.0,89417.0,12110.0
809,ford,mondeo,2.0,diesel,2017.0,49974.0,30780.0
810,toyota,rav4,1.8,hybrid,2015.0,49497.0,36072.0
811,toyota,prius,1.0,hybrid,1988.0,108794.0,2516.0
812,desconocido,prius,1.4,hybrid,1985.0,157337.0,1661.0
813,vw,desconocido,1.6,diesel,2013.0,56754.0,17127.0
814,porsche,718 cayman,2.0,petrol,1998.0,143853.0,5650.0
815,vw,desconocido,1.6,petrol,2013.0,71517.0,14808.0
816,ford,fiesta,1.0,petrol,1992.0,268571.0,460.0
817,vw,golf,2.0,petrol,1995.0,0.0,2340.0
818,toyota,yaris,1.2,petrol,2011.0,95160.0,9049.0
819,toyota,prius,1.8,hybrid,1990.0,133913.0,3178.0
820,vw,passat,1.8,diesel,2011.0,80451.0,16926.0
821,vw,polo,1.0,petrol,1995.0,168060.0,1420.0
822,toyota,rav4,1.8,petrol,2015.0,65337.0,27163.0
823,ford,desconocido,1.8,desconocido,1991.0,182712.0,1893.0
824,toyota,yaris,1.2,hybrid,1997.0,136584.0,3116.0
825,toyota,prius,1.8,hybrid,2010.0,49300.0,22017.0
826,ford,fiesta,1.2,petrol,1999.0,184669.0,1717.0
827,vw,passat,1.8,petrol,2004.0,0.0,8796.0
828,toyota,prius,1.0,hybrid,2010.0,96245.0,11961.0
829,ford,mondeo,2.0,diesel,1995.0,262644.0,1268.0
830,toyota,rav4,2.4,hybrid,2015.0,52330.0,0.0
831,toyota,rav4,2.4,hybrid,2020.0,19435.0,69312.0
832,toyota,yaris,1.2,hybrid,2016.0,63664.0,18824.0
833,ford,fiesta,1.4,petrol,2012.0,61988.0,11331.0
834,vw,polo,1.2,petrol,0.0,33527.0,11231.0
835,ford,focus,1.6,diesel,2013.0,17129.0,25771.0
836,vw,golf,2.0,diesel,1990.0,201008.0,1349.0
837,toyota,prius,1.8,hybrid,2004.0,121307.0,8919.0
838,vw,passat,1.6,petrol,0.0,151140.0,6368.0
839,vw,golf,2.0,petrol,2015.0,66206.0,19598.0
840,ford,mondeo,1.8,diesel,2000.0,0.0,4911.0
841,toyota,yaris,1.2,hybrid,2017.0,37430.0,0.0
842,vw,golf,1.4,diesel,1996.0,126814.0,3130.0
843,ford,focus,2.0,petrol,2012.0,115289.0,13471.0
844,toyota,prius,1.8,hybrid,0.0,132870.0,4184.0
845,vw,polo,2.0,petrol,2012.0,92366.0,11293.0
846,vw,polo,1.0,diesel,2007.0,68019.0,7107.0
847,toyota,yaris,1.2,petrol,1986.0,256473.0,438.0
848,bmw,z4,2.4,petrol,2016.0,33380.0,36980.0
849,porsche,911,3.5,petrol,2014.0,52773.0,74126.0
850,bmw,m5,4.4,petrol,2010.0,78948.0,0.0
851,desconocido,rav4,0.0,hybrid,2003.0,0.0,11477.0
852,vw,desconocido,1.4,petrol,1992.0,160404.0,1467.0
853,toyota,yaris,1.2,petrol,0.0,157966.0,2493.0
854,vw,golf,1.6,petrol,2018.0,27157.0,27215.0
855,bmw,z4,2.0,petrol,2011.0,79703.0,18006.0
856,vw,polo,1.4,petrol,1998.0,167104.0,2069.0
857,toyota,yaris,1.2,hybrid,2016.0,47924.0,20806.0
858,ford,focus,1.4,desconocido,2007.0,101073.0,9429.0
859,bmw,x3,3.0,diesel,2016.0,25018.0,47818.0
860,desconocido,x3,2.4,diesel,1988.0,275595.0,902.0
861,ford,mondeo,1.6,petrol,2003.0,156535.0,4720.0
862,toyota,yaris,1.4,hybrid,2006.0,126743.0,6628.0
863,vw,passat,2.0,diesel,2006.0,100052.0,11120.0
